LCOV;1 AngDRC;2 Argentina;3 Bolivia;4 Brasil;5 Colombia;6 Ghana;7 IvoryCoast;8 Indonesia;9 Madagascar;10 Malasya;11 Mozambique;12 Myanmar;13 Nigeria;14 Paraguay;15 Peru;16 Uruguay;17 Venezuela;18 NewZealand;19 Oceania;20 China;21 Japan;22 Korea;23 India;24 EastAsia;25 SEAsia;26 SouthAsia;27 US;28 Canada;29 Mexico;30 LatinAmer;31 EU27;32 UK;33 Russia;34 EFTA;35 MENA;36 SSA;37 RestofWorld;Total;
1 New18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.491;0;0;0;0;0;0;0;6.199;0;0;0;0;0;0;62.978;0;0;122.668;
2 New17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3 New16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4 New15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.394;68.068;0;0;4.799;0;28.858;11.277;0;0;2.472;225.869;
5 New14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106.993;0;0;226.859;74.987;0;4.678;11.038;0;484.554;15.471;0;0;214.974;1139.554;
6 New13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2176.620;0;0;0;163.060;0;0;65.128;15.597;0;0;0;0;112.678;0;0;0;338.811;2871.894;
7 New12;29.022;275.891;0;178.012;454.556;0;0;0;359.430;0;0;7.034;0;85.226;103.111;0;104.398;0;119.159;1062.554;395.060;10.207;2369.117;34.530;171.815;1826.797;0;0;22.567;498.236;299.716;0;0;4.777;387.656;57.681;0;8856.552;
8 New11;197.432;332.831;34.868;74.547;36.812;0;0;0;6.047;0;0;27.409;0;0;160.743;0;28.515;0;606.680;4854.501;453.846;4.081;794.710;5.190;0;161.953;0;0;328.561;229.762;2433.710;0;0;0;141.112;1853.845;60.333;12827.489;
9 New10;0;4258.385;340.255;0;0;0;0;0;7.569;0;0;42.679;0;0;233.345;0;0;0;2233.865;1249.540;14.511;0;582.663;0;0;745.405;15.744;0;954.633;1724.897;10347.554;0;0;0;4042.269;1459.024;358.962;28611.301;
10 New9;0.096;7547.529;1472.934;0;0;0;0;0;0;0;0;43.397;0;0;652.041;0;0;0;4569.417;455.569;0;0;939.587;0;0;1430.026;1594.470;0;2827.381;882.645;3987.898;0;27.791;0;10892.207;933.029;1793.713;40049.731;
11 New8;167.401;11989.810;1164.286;0;0;0;0;0;0;0;0;0;0;0;223.544;0;0;0;8545.179;979.608;0;0;2232.564;51.365;0;6839.896;13121.304;49.219;3273.231;21.420;793.083;0;435.054;13.650;25991.902;1262.173;6203.296;83357.985;
12 New7;38.899;6170.255;3.292;0;16.920;0;0;0;0;0;0;0;0;0;21.048;0;0;0;121649.227;30196.611;0;0;2419.203;17129.324;0;21201.264;27981.854;0;14642.312;0;0;0;0;0;37617.500;13490.808;21080.520;313659.034;
13 New6;13.063;7.078;0;884.228;402.901;95.576;49.486;0;40.630;53.167;0;0;39.642;23.512;41.312;0;38.644;0;0;26.943;5.369;0;0;0;260.298;0;0;0;18.882;382.957;0;0;0;0;0;475.144;0;2858.831;
14 New5;63.486;0;9.950;6471.647;75.132;42.094;0;0;10.669;0;0;136.677;15.350;45.665;0;0;72.616;0;77.513;102.492;0;0;105.466;1.924;615.865;34.220;15.650;0;315.363;90.176;0;0;0;0;0;2102.449;0;10404.402;
15 New4;19.950;697.256;1565.637;25252.012;98.910;4.002;0;0;13.883;0;0.674;43.362;0;622.528;0;0;93.576;0;1649.224;0;0;0;2672.664;0;260.384;42.165;0;0;1161.594;431.187;0;0;0;0;0;3808.646;0;38437.654;
16 New3;541.887;517.071;953.615;21759.135;24.316;0;0;0;9.990;0;16.710;0;0;2205.470;72.118;0;74.328;0;3769.111;0;0;0;2677.020;0;0;0;0;0;1499.635;273.964;0;0;0;0;0;9423.639;0;43818.009;
17 New2;470.836;0;0;3886.323;10.817;0;0;0;0;0;0;0;0;326.000;274.098;0;44.841;0;16855.561;0;0;0;1813.019;0;0;0;0;0;290.864;92.928;0;0;0;0;0;16385.482;0;40450.768;
18 New1;0;0;0;0;23.385;0;0;0;0;0;0;0;0;0;1323.133;0;10.962;0;54258.992;0;0;0;182.224;0;0;824.900;0;0;3126.310;38.633;0;0;0;0;19864.211;55985.586;0;135638.336;
Total;1542.073;31796.107;5544.837;58505.903;1143.748;141.672;49.486;0;448.217;53.167;17.384;300.558;54.992;3308.400;3104.493;0;467.881;0;214333.926;41157.931;868.787;14.288;16788.237;17492.386;1308.362;33106.625;43131.402;214.070;28461.333;4671.483;17877.798;0;1088.934;45.175;98999.837;107237.505;30053.081;763330.078;
