LCOV;1 AngDRC;2 Argentina;3 Bolivia;4 Brasil;5 Colombia;6 Ghana;7 IvoryCoast;8 Indonesia;9 Madagascar;10 Malasya;11 Mozambique;12 Myanmar;13 Nigeria;14 Paraguay;15 Peru;16 Uruguay;17 Venezuela;18 NewZealand;19 Oceania;20 China;21 Japan;22 Korea;23 India;24 EastAsia;25 SEAsia;26 SouthAsia;27 US;28 Canada;29 Mexico;30 LatinAmer;31 EU27;32 UK;33 Russia;34 EFTA;35 MENA;36 SSA;37 RestofWorld;Total;
1 New18;0;0.385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203.392;0;0;0;0;0;0;0;0;0;17.295;11.916;0;15.447;4.245;5.880;0;10.857;269.417;
2 New17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.010;0;0;0;0;0;0;0;40.010;
3 New16;0;234.619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342.947;0.001;4.333;0.001;0;0;0;0;0;0;164.249;0;317.326;2.902;408.494;0;24.572;0;0;1.131;1500.575;
4 New15;0;264.750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152.663;0.001;4972.278;0.005;0;0;2325.931;0;0;7.098;2555.011;0;667.257;523.140;23.647;11083.596;211.409;121.593;0;590.788;23499.165;
5 New14;0;2782.752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11956.327;0.001;0;0;34568.203;0;0;2138.307;617.573;0;2136.031;214.166;0;4006.682;149.120;128.945;0;6050.778;64748.886;
6 New13;0;1778.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14871.791;0;0;0;29518.316;0;5.054;210.597;0;0;124.623;38.380;0;309.362;12.693;4.127;0;3040.930;49913.936;
7 New12;163.599;19119.088;84.482;18828.086;7194.202;0;0;1009.728;4472.301;1.886;0;3.417;0;3762.635;4057.702;12000.000;789.435;5057.497;726.032;40328.152;0.006;1.844;197.782;0.006;192.856;513.290;5898.188;0.002;114.570;2396.703;4577.673;1055.232;8.215;10.456;863.337;1279.978;104.535;134812.915;
8 New11;94.957;7069.667;188.684;1614.112;310.106;0;0;15.571;2764.932;0;5.252;43.976;8.568;0;2203.400;0;173.977;2112.961;5780.380;25719.451;0.005;46.969;335.552;1.969;23.310;323.631;10644.414;8.269;431.175;1464.976;11958.594;4657.600;71.526;92.701;126.605;2870.407;772.086;81935.782;
9 New10;4654.631;5668.864;468.766;19.461;0;0;0;0.001;526.804;0;412.491;16.969;0.995;0;1976.943;0;1.105;2246.508;9187.326;23954.994;0.006;8.487;837.574;43.211;0.001;1427.949;15994.932;1691.950;2070.653;2638.592;27119.982;4808.728;7446.441;568.540;8442.283;12558.958;7857.906;142652.050;
10 New9;8340.341;9564.088;3996.442;0;7.244;0;0;2.506;3.088;0;105.287;4.472;0;0;2978.610;0;0;546.222;12025.864;85757.805;0.003;0;833.776;1037.820;0;1593.324;8529.444;3960.886;9939.835;1455.645;7682.372;0;24569.158;50.693;17600.994;15393.772;8257.888;224237.580;
11 New8;2476.602;38604.957;3078.231;0;12.868;0;0;0;0;0;0;0;0;0;4086.756;0;6.654;0.201;54798.305;111796.367;0;0;849.823;6248.480;0;14984.490;127006.180;10704.065;15789.169;2006.015;661.083;0;45489.574;136.787;40456.926;35065.816;145616.938;659876.287;
12 New7;299.751;21797.031;324.253;0;8.348;0;0;0;0;0;0;0;0;0;1970.242;0;0;0;185632.047;70909.914;0;0;261.905;38670.375;0;18268.313;78206.703;0;31834.621;2829.604;6.046;0;0;14.336;218266.234;52084.488;102249.492;823633.703;
13 New6;609.636;739.998;1085.497;24555.055;20135.055;9.422;243.232;6069.601;6511.867;283.114;0;0;2.099;5419.613;360.395;0;1814.881;0;98.543;731.833;0.001;0;0;3.404;1257.753;154.494;0;0;926.484;6581.550;0;0;0;0;135.349;10059.577;0;87788.455;
14 New5;10579.231;380.139;15074.373;100455.000;12007.273;2480.011;4972.243;546.539;4354.769;0;2103.535;125.055;324.882;2910.223;113.205;0;7717.477;0;17.871;1474.315;0;0;183.829;0.006;2330.573;593.753;8.517;0;2074.194;6323.112;0;0;0;0;0;18525.008;0;195675.135;
15 New4;25901.355;290.178;6904.039;18923.209;1076.733;4817.147;7640.882;1603.340;10003.549;0;28470.969;245.425;11077.489;2074.079;133.172;0;6118.604;0;1199.675;153.043;0;0;1436.295;0;1312.514;183.850;1.619;0;4254.684;4122.763;0;0;0;0;0;61450.223;0;199394.837;
16 New3;13246.826;205.421;1795.234;6667.601;213.579;993.421;343.645;1752.716;8415.760;0;10201.653;16.686;11409.797;1936.685;300.383;0;1122.070;0;15020.684;0;0;0;4098.745;0;0;63.091;0;0;8278.142;255.012;0;0;0;0;0;92986.172;0;179323.323;
17 New2;5833.070;0;0;345.868;236.298;0;0;0;241.932;0;1921.237;0;7225.102;896.766;164.060;0;398.452;0;22401.791;0;0;0;1205.685;0;0;0;0;0;1592.606;19.347;0;0;0;0;0;114047.531;0;156529.745;
18 New1;0;0;0;0;42.293;0;0;0;0;0;779.574;0;251.068;0;455.131;0;57.346;0;35417.469;0;0;0;17.035;0;0;137.063;0;0;2306.871;3.896;0;0;0;0;37540.535;186622.734;0;263631.015;
Total;72199.999;108500.001;33000.001;171408.391;41244.000;8300.002;13200.002;11000.002;37295.002;285.000;43999.998;456.000;30300.000;17000.000;18799.999;12000.000;18200.000;10459.000;342305.990;392833.995;0.028;57.300;10258.002;112417.722;5117.008;38248.302;248646.000;19702.004;79613.004;33399.756;52796.254;10953.700;93000.002;1275.553;323692.809;602944.665;274553.328;3289462.816;
