AREA;1 AngDRC;2 Argentina;3 Bolivia;4 Brasil;5 Colombia;6 Ghana;7 IvoryCoast;8 Indonesia;9 Madagascar;10 Malasya;11 Mozambique;12 Myanmar;13 Nigeria;14 Paraguay;15 Peru;16 Uruguay;17 Venezuela;18 NewZealand;19 Oceania;20 China;21 Japan;22 Korea;23 India;24 EastAsia;25 SEAsia;26 SouthAsia;27 US;28 Canada;29 Mexico;30 LatinAmer;31 EU27;32 UK;33 Russia;34 EFTA;35 MENA;36 SSA;37 RestofWorld;Total;
1 New18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.121;0;0;0;0;0;0;0;0;0;0.005;0.011;0;0.487;0;3.877;0;0;4.501;
2 New17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020;0;0;0;0;0;0;0;0.020;
3 New16;0;0.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.213;0.007;0;0;0;0;0;0;47.270;0;0.239;0.062;1.896;0;0.205;0;0;0.021;49.924;
4 New15;0;0.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.002;136.368;4.269;0;0;12.991;0;0;0.000;735.637;0;0.114;51.994;0.146;281.848;4.099;2.323;0;0.524;1230.327;
5 New14;0;0.014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.047;0.248;0;0;1.114;0;0;0.546;175.358;0;0.129;0.798;0;19.751;0.224;1.621;0;156.352;424.203;
6 New13;0;0.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.709;0;0;0;1.098;0;0;0.003;0;0;0.013;0.011;0;0.023;0.027;0.038;0;12.867;50.789;
7 New12;24.274;5051.489;0.040;10373.527;79.437;0;0;102.110;7.035;8.227;0;16.534;0;2672.412;8.455;1341.900;2.769;2.094;29.040;8252.827;37.294;3.654;219.435;17.985;139.253;27.355;2400.909;0.000;1.248;59.162;341.069;22.486;0.080;0.143;100.833;135.816;1.458;31480.350;
8 New11;9.099;5213.620;0.266;25.154;1.302;0;0;4.928;10.439;0;0.056;241.465;5.901;0;7.173;0;0.937;0.695;70.584;3982.337;59.513;130.729;502.318;23.452;5.444;43.415;6314.308;0.006;1.198;76.208;2374.359;317.413;12.731;4.803;45.122;336.282;20.585;19841.841;
9 New10;33.840;5860.754;6.457;0.137;0;0;0;0.114;2.544;0;17.528;5.570;0.584;0;5.586;0;0.035;0.247;733.859;3233.109;33.760;11.666;357.991;252.067;0.028;499.774;17706.043;2394.640;16.042;85.266;8959.218;347.177;534.436;22.686;2409.858;1153.572;1475.861;46160.448;
10 New9;54.731;4257.540;57.441;0;0.110;0;0;0.119;0;0;14.737;0.521;0;0;8.545;0;0;0.004;1096.242;4124.223;4.837;0;2601.654;13.290;0;119.676;4018.010;3110.159;28.921;12.393;4159.444;0;3129.304;0.556;1910.136;482.361;1990.074;31195.028;
11 New8;17.656;657.866;1.935;0;0.009;0;0;0;0;0;0;0;0;0;11.537;0;0.004;0;892.336;914.397;0;0;3012.449;0.485;0;102.302;4881.278;4965.121;37.913;3.898;163.218;0;6395.094;0.132;1394.012;683.000;7320.525;31455.168;
12 New7;0.230;2.800;0.142;0;0.008;0;0;0;0;0;0;0;0;0;5.397;0;0;0;33.753;210.700;0;0;336.965;0.029;0;321.428;98.522;0;7.647;4.200;1.130;0;0;0.044;490.118;84.075;52.271;1649.459;
13 New6;55.168;2.057;1.576;4833.960;189.429;178.122;88.126;11437.786;24.608;4929.243;0;0;136.770;989.554;8.417;0;6.247;0;259.789;43.044;0.002;0;0;4.080;3084.418;308.635;0;0;71.284;186.443;0;0;0;0;0;459.895;0;27298.652;
14 New5;529.894;2.273;96.062;13616.172;57.827;278.104;197.373;549.088;12.815;0;24.625;672.422;2999.850;20.726;0.453;0;70.428;0;27.863;55.674;0;0;758.354;4.455;1290.767;321.527;0;0;75.913;340.193;0;0;0;0;0;1926.752;0;23929.610;
15 New4;453.972;14.731;1248.906;2068.547;6.986;237.662;188.422;161.157;29.546;0;533.077;2234.535;2017.050;70.584;0.506;0;56.612;0;57.967;0.972;0;0;3429.204;0;794.886;200.182;0;0;301.596;297.071;0;0;0;0;0;5245.817;0;19649.987;
16 New3;49.161;0.191;98.063;123.143;0.387;90.588;3.253;37.922;11.592;0;304.209;15.261;1375.238;6.149;1.105;0;2.574;0;0.961;0;0;0;14275.678;0;0;8.478;0;0;178.335;27.236;0;0;0;0;0;4320.344;0;20929.866;
17 New2;23.500;0;0;5.504;0.000;0;0;0;1.243;0;22.763;0;1515.280;0.399;1.757;0;0.102;0;0.121;0;0;0;3009.329;0;0;0;0;0;3.025;1.906;0;0;0;0;0;1868.849;0;6453.779;
18 New1;0;0;0;0;0.000;0;0;0;0;0;11.521;0;52.834;0;4.357;0;0.003;0;0.014;0;0;0;28.963;0;0;13.328;0;0;1.397;0.243;0;0;0;0;19.970;218.475;0;351.106;
Total;1251.524;21063.356;1510.888;31046.144;335.494;784.476;477.173;12293.223;99.822;4937.470;928.517;3186.308;8103.508;3759.823;63.287;1341.900;139.710;3.041;3202.534;21058.742;139.930;146.048;28532.341;331.047;5314.796;1966.100;35419.619;11428.190;724.519;1094.737;16051.314;689.118;10373.755;32.919;6377.908;16915.237;11030.539;262155.057;
